  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01  -6.67061263417387e+01
  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01  -6.39267044108329e+01
  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01  -6.11472824799271e+01
  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01  -5.83678605490213e+01
  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01  -5.55884386181155e+01
  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01  -5.28090166872098e+01
  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01  -5.00295947563040e+01
  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01  -4.72501728253982e+01
  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01  -4.44707508944924e+01
  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01  -4.16913289635867e+01
